0	110
1	110
2	109
3	110
4	110
5	110
6	111
7	111
8	111
9	110
10	110
11	111
12	111
13	111
14	110
15	109
16	111
17	110
18	110
19	110
20	110
21	110
22	110
23	110
24	110
25	111
26	111
27	110
28	111
29	110
30	112
31	113
32	112
33	111
34	111
35	111
36	110
37	110
38	111
39	111
40	111
41	111
42	112
43	111
44	112
45	112
46	111
47	111
48	111
49	111
50	112
51	111
52	112
53	113
54	112
55	112
56	112
57	112
58	112
59	112
60	113
61	113
62	113
63	112
64	112
65	111
66	111
67	112
68	112
69	112
70	113
71	111
72	111
73	112
74	112
75	112
76	113
77	113
78	112
79	112
80	114
81	113
82	113
83	113
84	113
85	113
86	113
87	112
88	114
89	113
90	112
91	114
92	113
93	112
94	113
95	113
96	112
97	111
98	113
99	114
100	113
101	113
102	114
103	114
104	115
105	114
106	114
107	115
108	115
109	114
110	115
111	113
112	115
113	115
114	115
115	114
116	116
117	115
118	115
119	117
120	116
121	115
122	114
123	114
124	114
125	115
126	115
127	115
128	115
129	117
130	116
131	116
132	115
133	115
134	115
135	116
136	117
137	117
138	116
139	114
140	116
141	116
142	116
143	116
144	115
145	116
146	116
147	118
148	118
149	117
150	117
151	117
152	117
153	118
154	119
155	117
156	115
157	116
158	117
159	118
160	119
161	118
162	119
163	118
164	118
165	134
166	137
167	118
168	127
169	134
170	123
171	120
172	108
173	90
174	101
175	107
176	94
177	102
178	126
179	117
180	105
181	111
182	105
183	103
184	95
185	108
186	114
187	105
188	97
189	97
190	79
191	74
192	94
193	92
194	101
195	109
196	111
197	125
198	119
199	116
200	111
201	114
202	121
203	116
204	121
205	126
206	124
207	122
208	118
209	120
210	122
211	127
212	126
213	119
214	111
215	108
216	98
217	96
218	104
219	105
220	115
221	99
222	93
223	107
224	112
225	120
226	107
227	118
228	125
229	121
230	118
231	116
232	122
233	125
234	121
235	126
236	124
237	114
238	114
239	119
240	113
241	101
242	98
243	110
244	108
245	110
246	115
247	111
248	111
249	111
250	114
251	112
252	113
253	110
254	114
255	124
256	115
257	108
258	105
259	91
260	79
261	103
262	106
263	103
264	72
265	64
266	64
267	71
268	70
269	81
270	97
271	93
272	78
273	84
274	102
275	114
276	111
277	73
278	53
279	93
280	143
281	125
282	114
283	133
284	121
285	114
286	125
287	124
288	125
289	124
290	118
291	134
292	139
293	194
294	245
295	223
296	197
297	170
298	150
299	171
300	172
301	172
302	168
303	176
304	213
305	210
306	219
307	176
308	105
309	163
310	153
311	105
312	73
313	148
314	124
315	101
316	80
317	56
318	53
319	64
320	78
321	81
322	72
323	69
324	102
325	125
326	91
327	69
328	47
329	57
330	78
331	67
332	61
333	78
334	47
335	49
336	91
337	96
338	61
339	124
340	149
341	143
342	155
343	131
344	126
345	150
346	170
347	225
348	246
349	238
350	247
351	243
352	232
353	237
354	221
355	184
356	198
357	221
358	248
359	252
360	212
361	162
362	208
363	231
364	225
365	187
366	123
367	127
368	172
369	172
370	141
371	120
372	116
373	119
374	121
375	111
376	97
377	109
378	118
379	106
380	95
381	109
382	98
383	105
384	112
385	99
386	129
387	138
388	136
389	122
390	123
391	136
392	141
393	138
394	130
395	137
396	135
397	149
398	134
399	140
400	137
401	125
402	125
403	135
404	127
405	138
406	126
407	140
408	138
409	138
410	134
411	138
412	127
413	100
414	78
415	85
416	103
417	100
418	108
419	73
420	113
421	144
422	135
423	136
424	141
425	148
426	152
427	155
428	153
429	148
430	138
431	152
432	149
433	145
434	139
435	135
436	132
437	134
438	139
439	129
440	119
441	97
442	90
443	101
444	94
445	87
446	107
447	144
448	150
449	147
450	142
451	142
452	143
453	145
454	145
455	128
456	148
457	154
458	144
459	133
460	138
461	150
462	140
463	140
464	140
465	149
466	146
467	140
468	148
469	159
470	171
471	162
472	153
473	156
474	154
475	149
476	157
477	154
478	147
479	153
480	163
481	158
482	160
483	151
484	147
485	142
486	145
487	154
488	154
489	125
490	110
491	147
492	190
493	216
494	204
495	207
496	215
497	232
498	241
499	237
500	232
501	242
502	241
503	248
504	241
505	241
506	236
507	221
508	218
509	246
510	250
511	251
