0	104
1	105
2	105
3	104
4	105
5	105
6	105
7	105
8	106
9	105
10	105
11	105
12	106
13	105
14	104
15	104
16	105
17	106
18	106
19	106
20	107
21	107
22	107
23	106
24	106
25	106
26	107
27	107
28	106
29	107
30	106
31	106
32	106
33	107
34	107
35	107
36	108
37	107
38	107
39	107
40	106
41	106
42	108
43	107
44	107
45	106
46	107
47	108
48	107
49	107
50	107
51	108
52	108
53	107
54	107
55	107
56	108
57	108
58	107
59	108
60	109
61	107
62	107
63	107
64	109
65	108
66	108
67	108
68	109
69	108
70	107
71	108
72	108
73	108
74	109
75	107
76	108
77	108
78	108
79	109
80	109
81	109
82	109
83	108
84	109
85	109
86	109
87	109
88	109
89	108
90	108
91	109
92	109
93	109
94	108
95	108
96	109
97	108
98	109
99	109
100	109
101	109
102	109
103	110
104	110
105	110
106	110
107	109
108	109
109	110
110	110
111	111
112	111
113	109
114	109
115	110
116	110
117	110
118	111
119	111
120	111
121	111
122	111
123	110
124	111
125	111
126	111
127	112
128	111
129	111
130	111
131	112
132	111
133	110
134	112
135	112
136	112
137	110
138	110
139	112
140	111
141	111
142	111
143	111
144	110
145	112
146	112
147	112
148	112
149	111
150	112
151	112
152	112
153	112
154	112
155	113
156	112
157	112
158	113
159	113
160	112
161	112
162	113
163	112
164	113
165	113
166	113
167	113
168	113
169	113
170	114
171	113
172	112
173	113
174	112
175	112
176	114
177	114
178	114
179	113
180	114
181	114
182	114
183	114
184	112
185	114
186	114
187	114
188	114
189	116
190	115
191	114
192	116
193	115
194	116
195	115
196	115
197	115
198	115
199	115
200	115
201	116
202	116
203	117
204	117
205	117
206	117
207	116
208	115
209	117
210	118
211	118
212	116
213	117
214	117
215	117
216	117
217	117
218	118
219	119
220	118
221	117
222	118
223	118
224	117
225	116
226	117
227	118
228	118
229	119
230	119
231	120
232	121
233	119
234	118
235	120
236	122
237	121
238	120
239	121
240	121
241	121
242	121
243	121
244	124
245	167
246	163
247	127
248	124
249	123
250	124
251	128
252	120
253	128
254	115
255	113
256	121
257	121
258	114
259	138
260	126
261	97
262	82
263	135
264	136
265	140
266	140
267	137
268	137
269	134
270	131
271	134
272	140
273	150
274	153
275	102
276	99
277	163
278	143
279	129
280	138
281	144
282	143
283	142
284	144
285	129
286	125
287	132
288	123
289	96
290	98
291	117
292	113
293	125
294	149
295	166
296	149
297	205
298	234
299	157
300	134
301	128
302	187
303	189
304	166
305	235
306	222
307	186
308	196
309	208
310	227
311	233
312	240
313	217
314	184
315	138
316	137
317	150
318	228
319	203
320	194
321	214
322	211
323	195
324	211
325	194
326	180
327	192
328	238
329	252
330	221
331	234
332	226
333	214
334	240
335	198
336	180
337	235
338	193
339	169
340	217
341	182
342	123
343	178
344	181
345	179
346	199
347	229
348	243
349	243
350	206
351	182
352	208
353	219
354	202
355	243
356	248
357	247
358	214
359	164
360	177
361	233
362	224
363	220
364	233
365	251
366	254
367	252
368	238
369	242
370	241
371	249
372	254
373	251
374	239
375	243
376	231
377	197
378	226
379	252
380	254
381	254
382	253
383	251
384	252
385	246
386	244
387	242
388	224
389	186
390	153
391	222
392	254
393	248
394	244
395	247
396	244
397	250
398	253
399	254
400	254
401	254
402	254
403	250
404	250
405	254
406	254
407	245
408	216
409	241
410	241
411	218
412	243
413	252
414	251
415	251
416	253
417	249
418	243
419	254
420	254
421	253
422	254
423	254
424	254
425	254
426	254
427	254
428	255
429	255
430	255
431	255
432	255
433	255
434	255
435	255
436	255
437	255
438	255
439	255
440	255
441	255
442	255
443	255
444	255
445	255
446	254
447	254
448	254
449	254
450	232
451	185
452	214
453	219
454	227
455	226
456	225
457	239
458	232
459	184
460	185
461	219
462	216
463	246
464	248
465	245
466	254
467	254
468	253
469	250
470	252
471	240
472	208
473	197
474	227
475	219
476	184
477	136
478	191
479	168
480	136
481	137
482	170
483	178
484	159
485	187
486	128
487	135
488	130
489	120
490	126
491	131
492	145
493	148
494	153
495	95
496	105
497	163
498	182
499	119
500	121
501	106
502	84
503	176
504	169
505	211
506	157
507	179
508	170
509	176
510	224
511	151
